,town,number_of_schools,lon,lat
0,"AL,Normal",1,-86.568502,34.783367999999996
1,"AL,Birmingham",8,-86.80631975,33.492131875
2,"AL,Montgomery",12,-86.25781083333334,32.368730166666666
3,"AL,Huntsville",7,-86.63343442857142,34.744028285714286
4,"AL,Tuscaloosa",5,-87.5564148,33.1860954
5,"AL,Alexander City",1,-85.945266,32.92478
6,"AL,Athens",1,-86.964698,34.806793
7,"AL,Auburn",1,-85.488258,32.599378
8,"AL,Phenix City",2,-85.014243,32.449064
9,"AL,Enterprise",1,-85.836956,31.297496000000002
10,"AL,Bay Minette",1,-87.778193,30.851343
11,"AL,Gadsden",1,-85.991438,33.994001000000004
12,"AL,Albertville",1,-86.196931,34.27871
13,"AL,Dothan",4,-85.41299174999999,31.2613035
14,"AL,Hanceville",1,-86.781935,34.072439
15,"AL,Selma",2,-87.022843,32.433152
16,"AL,Florence",2,-87.67220599999999,34.8314455
17,"AL,Deatsville",1,-86.39236899999999,32.582312
18,"AL,Jacksonville",1,-85.765321,33.822938
19,"AL,Tanner",1,-86.949674,34.645844
20,"AL,Marion",2,-87.3186235,32.62649350000001
21,"AL,Livingston",1,-88.186329,32.588132
22,"AL,Andalusia",1,-86.452262,31.322946999999996
23,"AL,Fairfield",1,-86.908751,33.482442
24,"AL,Mobile",8,-88.13508975,30.69419975
25,"AL,Montevallo",1,-86.865099,33.10625
26,"AL,Muscle Shoals",1,-87.678089,34.739788
27,"AL,Rainsville",1,-85.911664,34.545471
28,"AL,Evergreen",1,-86.96479699999999,31.460265000000003
29,"AL,Boaz",1,-86.16989699999999,34.201495
30,"AL,Talladega",1,-86.11270400000001,33.433471999999995
31,"AL,Troy",3,-85.95771133333334,31.799946000000002
32,"AL,Tuskegee",1,-85.708492,32.4309
33,"AL,Daphne",1,-87.91163,30.639328999999996
34,"AL,Jasper",1,-87.266406,33.836929
35,"AK,Anchorage",3,-149.829104,61.18752466666667
36,"AK,Palmer",1,-149.111972,61.598553
37,"AK,Fairbanks",2,-147.83605749999998,64.857538
38,"AK,Juneau",1,-134.63825500000002,58.384845999999996
39,"AK,Seward",1,-149.444487,60.110626
40,"WA,Vancouver",5,-122.605483,45.6512934
41,"AZ,Tucson",18,-110.93472794444446,32.22941638888889
42,"AZ,Phoenix",30,-112.08072456666667,33.5295649
43,"AZ,Mesa",8,-111.820133,33.38380325
44,"AZ,Flagstaff",4,-111.64574100000002,35.18785575
45,"AZ,Glendale",6,-112.17129033333333,33.59465
46,"AZ,Tempe",14,-111.94754835714285,33.40477371428571
47,"AZ,Yuma",2,-114.496106,32.6894385
48,"AZ,Coolidge",1,-111.652501,32.957091999999996
49,"AZ,Lake Havasu City",3,-114.33083733333335,34.482108333333336
50,"AZ,Sierra Vista",3,-110.24634266666665,31.56569233333333
51,"AZ,Chandler",6,-111.86111683333333,33.30251366666667
52,"AZ,Thatcher",2,-109.7618965,32.8449275
53,"AZ,Prescott",3,-112.460107,34.56982033333333
54,"AZ,Scottsdale",9,-111.87950533333334,33.54922633333334
55,"AZ,Kingman",2,-114.0286595,35.255404
56,"AZ,Tsaile",1,-109.21683999999999,36.293328
57,"AZ,Holbrook",1,-110.142199,34.93031
58,"NM,Albuquerque",14,-106.62497692857141,35.12309128571429
59,"AZ,Avondale",3,-112.30191933333333,33.46570500000001
60,"AR,Little Rock",16,-92.3396156875,34.7340453125
61,"AR,Russellville",3,-93.12726666666667,35.285122333333334
62,"AR,Batesville",2,-91.620603,35.785270999999995
63,"AR,North Little Rock",4,-92.26049649999999,34.771656
64,"AR,Fort Smith",5,-94.388769,35.3602688
65,"AR,Fayetteville",4,-94.17457125,36.089487500000004
66,"AR,Pine Bluff",5,-92.01232480000002,34.212019
67,"AR,Beebe",1,-91.895351,35.074176
68,"AR,Jonesboro",2,-90.680754,35.8301055
69,"AR,Monticello",1,-91.811153,33.590909
70,"AR,Jacksonville",2,-92.121245,34.887523
71,"AR,Pocahontas",1,-90.951033,36.239793
72,"AR,Conway",4,-92.447857,35.093278
73,"AR,De Queen",1,-94.3673,34.043389000000005
74,"AR,Paragould",1,-90.584395,36.064845
75,"AR,Forrest City",2,-90.7675235,35.0407355
76,"AR,Hot Springs",3,-93.07415666666667,34.50277766666667
77,"AR,Searcy",2,-91.730639,35.243267
78,"TN,Memphis",27,-89.9739944074074,35.12739714814815
79,"AR,Arkadelphia",2,-93.05608699999999,34.127123999999995
80,"AR,Siloam Springs",2,-94.550449,36.183535
81,"AR,Springdale",4,-94.17470775000001,36.184018
82,"AR,Rogers",3,-94.15816333333332,36.348209
83,"AR,West Memphis",1,-90.22285,35.145736
84,"AR,Blytheville",1,-89.92100500000001,35.898596999999995
85,"AR,Harrison",1,-93.08844,36.219909
86,"AR,Malvern",1,-92.821416,34.378745
87,"AR,Melbourne",1,-91.896355,36.053031
88,"AR,Clarksville",1,-93.467221,35.476278
89,"AR,Morrilton",1,-92.728507,35.172136
90,"AR,Helena",1,-90.616884,34.546155
91,"AR,El Dorado",2,-92.66509400000001,33.212739
92,"AR,Hope",1,-93.596762,33.641665
93,"AR,Texarkana",1,-94.004275,33.474796999999995
94,"AR,Mena",1,-94.219799,34.591449
95,"AR,N Little Rock",1,-92.26133100000001,34.75933
96,"AR,Walnut Ridge",1,-90.94027700000001,36.125676
97,"AR,Magnolia",1,-93.235922,33.291618
98,"AR,Camden",1,-92.72162900000001,33.628367
99,"CA,San Francisco",20,-122.4205574,37.77909525
100,"CA,Oakland",12,-122.23534991666666,37.79501691666666
101,"CA,Huntington Beach",2,-117.99516500000001,33.731033
102,"CA,Alameda",2,-122.2614345,37.77261
103,"CA,Santa Maria",3,-120.43213933333334,34.94169933333333
104,"CA,Los Angeles",56,-118.31425007142856,34.04824192857143
105,"CA,Berkeley",15,-122.26438313333333,37.87184453333334
106,"CA,West Covina",5,-117.9333838,34.072959000000004
107,"CA,Sacramento",24,-121.42551141666665,38.574278416666665
108,"CA,Lancaster",5,-118.1546868,34.676338
109,"CA,Pasadena",14,-118.14167342857142,34.15014357142857
110,"CA,San Diego",40,-117.14779954999999,32.757236225
111,"CA,Azusa",1,-117.888375,34.130047
112,"CA,Bakersfield",10,-119.0411229,35.3829576
113,"CA,Barstow",1,-117.02341200000001,34.870284999999996
114,"CA,Chula Vista",5,-117.06355899999998,32.6235954
115,"CA,Anaheim",13,-117.93524515384615,33.83597415384615
116,"CA,La Mirada",1,-118.014374,33.906203000000005
117,"CA,Oroville",1,-121.64483100000001,39.649782
118,"CA,Aptos",1,-121.924797,36.989447999999996
119,"CA,Riverside",12,-117.39585583333331,33.953115833333335
120,"CA,Thousand Oaks",1,-118.878924,34.224565999999996
121,"CA,San Luis Obispo",5,-120.6913448,35.298046
122,"CA,Fresno",13,-119.76044823076921,36.79252538461538
123,"CA,Alhambra",6,-118.14618183333333,34.08338816666667
124,"CA,Emeryville",4,-122.29236800000001,37.84596425
125,"CA,Irvine",11,-117.82592081818184,33.67824627272727
126,"CA,Turlock",2,-120.8581475,37.508609
127,"CA,Long Beach",6,-118.15592,33.797412
128,"CA,San Bernardino",5,-117.29164619999999,34.1093326
129,"CA,Pomona",5,-117.77938319999998,34.0591862
130,"CA,Chico",2,-121.8244415,39.7224975
131,"CA,Carson",2,-118.260918,33.854742
132,"CA,Fullerton",5,-117.9067736,33.878038200000006
133,"CA,Hayward",4,-122.09836225,37.6498225
134,"CA,Northridge",2,-118.543767,34.237043
135,"CA,Davis",1,-121.749567,38.539667
136,"CA,La Jolla",3,-117.24092699999999,32.899482666666664
137,"CA,Santa Barbara",6,-119.72085149999998,34.4243985
138,"CA,Santa Cruz",3,-122.02692300000001,36.97596266666667
139,"CA,Palo Alto",2,-122.14804850000002,37.406270500000005
140,"CA,Modesto",8,-121.02033937499999,37.677961249999996
141,"CA,Garden Grove",7,-117.965475,33.77948057142857
142,"CA,La Mesa",2,-117.02416199999999,32.7645335
143,"CA,Valencia",2,-118.558426,34.4038665
144,"CA,Vallejo",3,-122.24696133333333,38.088056333333334
145,"CA,Redwood City",1,-122.265398,37.44877
146,"CA,Santa Clarita",2,-118.54344549999999,34.392874
147,"CA,Van Nuys",4,-118.4689065,34.1920045
148,"CA,San Jose",17,-121.89005376470587,37.33795164705883
149,"CA,El Centro",1,-115.549079,32.790908
150,"CA,Colton",2,-117.328972,34.066847
151,"CA,Watsonville",1,-121.767991,36.931833000000005
152,"CA,Salinas",5,-121.6564922,36.6844574
153,"CA,Norwalk",1,-118.09733700000001,33.886874
154,"CA,Ridgecrest",1,-117.66767,35.567525
155,"CA,Rancho Cucamonga",3,-117.56848866666667,34.103437
156,"CA,Orange",3,-117.83110366666666,33.79221633333333
157,"CA,Santee",1,-116.97811200000001,32.842403999999995
158,"CA,Stockton",12,-121.2991541666667,37.9956995
159,"CA,Glendora",1,-117.88526599999999,34.135487
160,"CA,Citrus Heights",3,-121.28588533333334,38.690923
161,"CA,Claremont",9,-117.713777,34.10162322222223
162,"CA,Visalia",8,-119.3393935,36.31593875
163,"CA,Clovis",5,-119.70150459999999,36.8276452
164,"CA,Costa Mesa",6,-117.90199333333334,33.67903233333334
165,"CA,Fountain Valley",3,-117.92315033333334,33.722532333333334
166,"CA,Sonora",1,-120.38838500000001,38.030367
167,"CA,Tarzana",2,-118.538756,34.1749695
168,"IL,Chicago",71,-87.64538918309859,41.867268239436626
169,"CA,Compton",1,-118.20946299999999,33.878226
170,"CA,Martinez",1,-122.13533500000001,38.019071999999994
171,"CA,San Pablo",1,-122.337377,37.969381
172,"CA,Yucaipa",1,-117.101173,34.039178
173,"CA,El Cajon",6,-116.96492883333333,32.798025833333334
174,"CA,Cypress",2,-118.02866,33.81714
175,"CA,Cupertino",1,-122.04555800000001,37.320788
176,"CA,Palm Desert",3,-116.38182233333333,33.74833533333334
177,"CA,Blue Lake",1,-123.988808,40.880924
178,"CA,Pleasant Hill",4,-122.06532050000001,37.95817525
179,"CA,San Rafael",1,-122.512051,37.981279
180,"CA,Monterey Park",1,-118.148785,34.040531
181,"CA,Torrance",3,-118.32390866666667,33.849698
182,"CA,Hollywood",5,-118.33424360000001,34.097179
183,"CA,Santa Monica",4,-118.4850735,34.0186165
184,"CA,Santa Rosa",3,-122.73536033333335,38.477842333333335
185,"CA,Quincy",1,-120.97306699999999,39.953101000000004
186,"CA,Redondo Beach",1,-118.37213700000001,33.873098
187,"CA,Los Altos Hills",2,-122.127962,37.3616595
188,"CA,Oceanside",2,-117.31133600000001,33.2114495
189,"CA,Eureka",2,-124.1801395,40.748656
190,"CA,Gilroy",1,-121.569842,36.972627
191,"CA,Carlsbad",1,-117.31876499999998,33.131313
192,"CA,Glendale",6,-118.25285249999997,34.15293383333334
193,"WA,Seattle",19,-122.3381184736842,47.62472752631579
194,"CA,Santa Clara",4,-121.96758375,37.37506725
195,"CA,Daly City",1,-122.461467,37.705502
196,"CA,Carpinteria",2,-119.53341549999999,34.4042805
197,"CA,Arcata",1,-124.07829299999999,40.877481
198,"CA,Imperial",3,-115.50355833333333,32.827677
199,"CA,Newport Beach",1,-117.86572199999999,33.641393
200,"CA,Tustin",1,-117.830905,33.716501
201,"CA,Reedley",2,-119.44515,36.604553
202,"CA,San Dimas",2,-117.82843600000001,34.104714
203,"VA,Christiansburg",1,-80.414888,37.116221
204,"CA,La Verne",1,-117.77326200000002,34.100854999999996
205,"CA,Laguna Beach",1,-117.77256399999999,33.561448
206,"CA,South Lake Tahoe",1,-119.972574,38.926797
207,"CA,Susanville",1,-120.633271,40.432053
208,"CA,Loma Linda",1,-117.260605,34.051241
209,"CA,Whittier",3,-118.01640200000001,33.97385333333333
210,"CA,Wilmington",1,-118.28186000000001,33.784201
211,"CA,Woodland Hills",1,-118.575071,34.183949
212,"CA,Valley Glen",1,-118.42173400000001,34.175165
213,"CA,Sylmar",1,-118.4195,34.314668
214,"CA,Pittsburg",1,-121.86096699999999,38.006474
215,"CA,Ventura",5,-119.2407344,34.265378600000005
216,"CA,Kentfield",1,-122.549149,37.954896999999995
217,"CA,Rancho Palos Verdes",1,-118.333371,33.734887
218,"CA,San Pedro",1,-118.281861,33.738991
219,"CA,Lucerne",1,-122.78877299999999,39.089326
220,"CA,Ukiah",2,-123.22192150000001,39.174968
221,"CA,Atherton",1,-122.190797,37.453475
222,"CA,Merced",4,-120.46958724999999,37.3327575
223,"CA,Cardiff",1,-117.25856100000001,33.018082
224,"CA,Oxnard",3,-119.17349233333333,34.185232000000006
225,"CA,Monterey",3,-121.88550133333335,36.59581766666667
226,"CA,Moorpark",1,-118.834528,34.301146
227,"CA,Walnut",1,-117.84662900000001,34.047764
228,"CA,San Jacinto",2,-117.244412,33.845411
229,"CA,Napa",1,-122.274381,38.274081
230,"CA,Granada Hills",1,-118.499693,34.256683
231,"CA,Fremont",4,-121.94145350000001,37.50595025
232,"CA,Belmont",1,-122.28479399999999,37.517111
233,"CA,Angwin",1,-122.440308,38.570584999999994
234,"CA,Blythe",1,-114.651698,33.661538
235,"CA,San Marcos",8,-117.166654875,33.140823
236,"CA,Malibu",1,-118.707077,34.037786
237,"CA,Porterville",1,-119.01436799999999,36.049256
238,"CA,El Monte",2,-118.03459000000001,34.0728685
239,"CA,Santa Ana",9,-117.86187699999999,33.74529255555555
240,"CA,Redding",4,-122.3381575,40.60055475
241,"CA,Redlands",3,-117.19975066666666,34.06507466666667
242,"CA,Upland",1,-117.63178300000001,34.108247
243,"CA,Corona",2,-117.5390695,33.8534475
244,"CA,Rosemead",2,-118.08287849999999,34.0633705
245,"CA,Mission Viejo",2,-117.66558400000001,33.553346000000005
246,"CA,Calexico",1,-115.49306000000001,32.672219
247,"CA,San Anselmo",1,-122.56540700000001,37.969952
248,"CA,French Camp",1,-121.283898,37.886956
249,"CA,Hanford",2,-119.6426745,36.3296895
250,"CA,Ontario",8,-117.581472625,34.065254374999995
251,"CA,Salida",3,-121.09165899999999,37.71625766666667
252,"CA,Rancho Cordova",3,-121.297588,38.58472066666667
253,"CA,Hesperia",1,-117.383128,34.420664
254,"CA,Temecula",7,-117.14550285714287,33.50893785714286
255,"CA,Madera",1,-120.082572,36.977032
256,"CA,Delano",1,-119.229045,35.774842
257,"CA,Atascadero",1,-120.652902,35.471552
258,"CA,Rocklin",3,-121.268348,38.810381666666665
259,"CA,San Mateo",3,-122.326682,37.53812666666667
260,"CA,Weed",1,-122.38909,41.413005
261,"CA,San Bruno",1,-122.467335,37.63042
262,"CA,Moraga",1,-122.109031,37.840731
263,"CA,Fairfield",3,-122.10528766666665,38.232154333333334
264,"CA,Rohnert Park",1,-122.677066,38.340274
265,"CA,Camarillo",3,-119.03445933333334,34.20864766666667
266,"CA,Taft",1,-119.459751,35.149343
267,"CA,Santa Paula",1,-119.08714099999999,34.429009
268,"MA,Northfield",2,-72.444887,42.714545
269,"CA,Huntington Park",3,-118.225324,33.98252133333334
270,"CA,North Hollywood",5,-118.3878756,34.1814806
271,"CA,Victorville",1,-117.26145600000001,34.472231
272,"CA,Saratoga",2,-122.008324,37.26398
273,"MN,Minneapolis",13,-93.2647553076923,44.973242769230765
274,"CA,Coalinga",3,-120.357553,36.15529866666667
275,"CA,Culver City",2,-118.385561,33.9965225
276,"CA,Escondido",4,-117.07585925000001,33.1257935
277,"CA,Burbank",4,-118.32208675000001,34.1801815
278,"CA,Marysville",1,-121.53963999999999,39.126536
279,"CO,Grand Junction",3,-108.54970166666668,39.091701
280,"CO,Alamosa",1,-105.87964199999999,37.473636
281,"CO,Greeley",3,-104.71575566666667,40.415557666666665
282,"CO,Littleton",3,-105.04602766666665,39.605409333333334
283,"CO,Denver",23,-104.96098417391305,39.73993543478261
284,"CO,Colorado Springs",15,-104.78826459999999,38.86925153333334
285,"CO,Broomfield",1,-105.119096,39.914821999999994
286,"CO,Boulder",6,-105.23862716666667,40.02697833333333
287,"CO,Lakewood",9,-105.09938077777778,39.71464233333333
288,"CO,Aurora",11,-104.82435845454546,39.69590863636364
289,"CO,Glenwood Springs",1,-107.324441,39.54636
290,"CO,Rangely",1,-108.790048,40.081112
291,"CO,Golden",1,-105.22336399999999,39.751443
292,"CO,Fort Collins",5,-105.0718232,40.547961599999994
293,"CO,Delta",1,-108.031072,38.702524
294,"MD,Landover",3,-76.86381566666667,38.945148
295,"TX,Amarillo",8,-101.8960135,35.18590875
296,"CO,Durango",1,-107.86742199999999,37.275939
297,"CO,Westminster",4,-105.04616649999998,39.884471500000004
298,"CO,Lamar",1,-102.61614399999999,38.068886
299,"CO,Fort  Morgan",1,-103.771822,40.258792
300,"CO,Sterling",1,-103.19732900000001,40.637215000000005
301,"CO,La Junta",3,-103.53638133333334,37.97421966666667
302,"CO,Las Animas",1,-103.131373,38.074746999999995
303,"CO,Thornton",2,-104.9645055,39.8884065
304,"CO,Pueblo",2,-104.60764549999999,38.285357000000005
305,"CO,Trinidad",1,-104.513451,37.172059000000004
306,"CO,USAF Academy",1,-104.89135800000001,39.010957
307,"CO,Gunnison",1,-106.919132,38.549935999999995
308,"CT,New Haven",4,-72.93152875,41.32017175
309,"CT,Enfield",2,-72.57067649999999,41.9968265
310,"NY,Monsey",10,-74.0670484,41.116159100000004
311,"CT,Branford",2,-72.85095050000001,41.277872
312,"CT,Bridgeport",3,-73.18685833333333,41.175558333333335
313,"CT,New Britain",3,-72.76282033333332,41.679994666666666
314,"CT,Cromwell",2,-72.6632075,41.6054305
315,"CT,New London",5,-72.1010216,41.3567226
316,"CT,Hamden",3,-72.92035766666667,41.371065666666674
317,"CT,Storrs",1,-72.249948,41.809098
318,"CT,East Hartford",3,-72.62975933333333,41.76441033333333
319,"CT,East Windsor",1,-72.596915,41.924248
320,"CT,Willimantic",1,-72.218753,41.721672999999996
321,"CT,Fairfield",2,-73.2496175,41.189282999999996
322,"CT,North Haven",1,-72.85745,41.394495
323,"CT,Hartford",7,-72.67466499999999,41.755995999999996
324,"CT,West Hartford",3,-72.72354166666668,41.76888266666666
325,"CT,Manchester",1,-72.561939,41.761625
326,"CT,Waterbury",9,-73.02828744444444,41.559376333333326
327,"CT,Middletown",2,-72.634492,41.547090499999996
328,"CT,Norwich",1,-72.103039,41.509945
329,"CT,Uncasville",1,-72.11034000000001,41.452711
330,"CT,Niantic",1,-72.23589399999999,41.322272
331,"CT,Somers",1,-72.450218,41.979699
332,"CT,West Haven",2,-72.96921900000001,41.2794085
333,"CT,Norwalk",1,-73.450965,41.102574
334,"CT,Winsted",1,-73.058734,41.920668
335,"CT,Stratford",3,-73.14356733333334,41.167214333333334
336,"CT,Rocky Hill",1,-72.654475,41.676390000000005
337,"MA,Chicopee",3,-72.56366633333333,42.163491
338,"MA,Worcester",12,-71.80633883333334,42.27672166666667
339,"MA,Canton",3,-71.09717766666667,42.176002000000004
340,"CT,Danielson",1,-71.889673,41.826229999999995
341,"CT,Farmington",1,-72.87754,41.705498
342,"CT,Danbury",2,-73.4471805,41.3968075
343,"DE,Lewes",1,-75.142864,38.771565
344,"DE,Newark",6,-75.708264,39.6712585
345,"DE,Dover",5,-75.546635,39.1808192
346,"DE,Georgetown",1,-75.406093,38.696677
347,"DE,Wilmington",5,-75.5728112,39.754903999999996
348,"DE,New Castle",1,-75.586998,39.682299
349,"DC,Washington",25,-77.0323246,38.919376119999995
350,"FL,Coconut Creek",1,-80.19227099999999,26.24278
351,"FL,Graceville",1,-85.50393100000001,30.962708000000003
352,"FL,Miami",47,-80.32077453191488,25.81972485106382
353,"FL,Orlando",21,-81.34535352380954,28.525841761904765
354,"FL,Daytona Beach",5,-81.050778,29.198951799999996
355,"FL,Boca Raton",5,-80.13126580000001,26.373531800000002
356,"FL,Starke",1,-82.117224,29.952308000000002
357,"FL,Cocoa",1,-80.756474,28.383609999999997
358,"FL,Fort Lauderdale",7,-80.17071257142857,26.145752142857138
359,"FL,Ocala",3,-82.17363733333333,29.161483
360,"FL,Kissimmee",6,-81.412282,28.273800499999997
361,"FL,Port Charlotte",1,-82.147238,27.005558
362,"FL,Marianna",1,-85.23139,30.789228
363,"FL,Naples",3,-81.744438,26.219729666666666
364,"FL,Royal Palm Beach",2,-80.21423949999999,26.68755
365,"FL,Saint Petersburg",4,-82.682673,27.78136225
366,"FL,Fort Myers",12,-81.84554591666667,26.582043666666664
367,"FL,Jacksonville",24,-81.61512391666666,30.287504666666667
368,"FL,Tallahassee",9,-84.30558544444445,30.44904655555555
369,"FL,Saint Augustine",2,-81.330358,29.908555000000003
370,"FL,Temple Terrace",1,-82.383289,28.034936
371,"FL,Miramar",4,-80.31723925,25.98174725
372,"FL,Tampa",23,-82.4561836521739,27.994802913043475
373,"FL,Melbourne",5,-80.6390566,28.0850844
374,"FL,Pensacola",6,-87.21816183333333,30.507607000000004
375,"FL,Key West",1,-81.74446,24.582748000000002
376,"FL,Miami Gardens",3,-80.26952733333333,25.92165866666667
377,"FL,Gainesville",9,-82.36044566666665,29.649948888888886
378,"FL,Lakeland",8,-81.941669625,28.053519
379,"FL,Fort Pierce",3,-80.350454,27.441100666666667
380,"FL,Winter Park",5,-81.338467,28.6002026
381,"FL,Panama City",2,-85.6872515,30.194452499999997
382,"FL,Hobe Sound",1,-80.13184,27.066304
383,"FL,Hollywood",5,-80.2080232,26.0285664
384,"FL,St. Petersburg",2,-82.6580835,27.778709499999998
385,"FL,South Daytona",1,-80.997811,29.162159000000003
386,"FL,Sarasota",10,-82.49574479999998,27.370967200000003
387,"FL,Pembroke Pines",4,-80.28060825,26.0062755
388,"FL,Port St Lucie",1,-80.419933,27.254949
389,"FL,West Palm Beach",9,-80.1002778888889,26.700623555555552
390,"FL,Ft Myers",1,-81.803666,26.629125
391,"FL,Clearwater",7,-82.73171928571428,27.92266485714286
392,"FL,New Port Richey",5,-82.693291,28.264198799999996
393,"FL,Hialeah",12,-80.31512725,25.867615249999997
394,"FL,Lake City",1,-82.5679,30.175297999999998
395,"FL,Eustis",1,-81.690874,28.833446000000002
396,"FL,Leesburg",2,-81.8356715,28.819965
397,"GA,Lithonia",2,-84.10346200000001,33.6943395
398,"FL,Bradenton",4,-82.55556975,27.4313105
399,"FL,Oakland Park",2,-80.15578,26.178355
400,"FL,Miami Lakes",5,-80.2932438,25.9204094
401,"FL,Coral Gables",1,-80.278662,25.72126
402,"FL,Madison",1,-83.420732,30.473840999999997
403,"FL,Niceville",1,-86.47456,30.540017
404,"FL,Lake Worth",1,-80.08653000000001,26.61256
405,"FL,Winter Haven",2,-81.683168,28.0545215
406,"FL,Milton",1,-87.09971,30.648077
407,"FL,Boynton Beach",3,-80.09252633333334,26.524352333333336
408,"FL,Saint Leo",1,-82.257801,28.336776
409,"FL,Sanford",2,-81.27975699999999,28.762031
410,"FL,Palatka",1,-81.681387,29.647515999999996
411,"FL,Avon Park",1,-81.508667,27.569740000000003
412,"FL,DeLand",1,-81.30074599999999,29.035475
413,"FL,Live Oak",1,-82.992512,30.281999
414,"FL,Miami Beach",2,-80.1388135,25.7972205
415,"FL,Perry",1,-83.565783,30.077954
416,"FL,Trinity",1,-82.678318,28.194732000000002
417,"FL,Lake Wales",1,-81.599972,27.825751
418,"FL,Chipley",1,-85.553345,30.774490000000004
419,"FL,Babson Park",1,-81.532315,27.838778
420,"FL,Land O'Lakes",1,-82.50822600000001,28.194871000000003
421,"FL,Winter Garden",1,-81.57153199999999,28.559573999999998
422,"FL,Davie",2,-80.2419835,26.0777345
423,"FL,Inverness",1,-82.345563,28.834861
424,"GA,Tifton",1,-83.528281,31.481889000000002
425,"GA,Decatur",4,-84.26356125000001,33.75484525
426,"GA,Chamblee",1,-84.303159,33.887956
427,"GA,Morrow",5,-84.33140799999998,33.5753408
428,"GA,Albany",3,-84.16448533333333,31.559432333333334
429,"GA,Cuthbert",1,-84.79502099999999,31.772321
430,"GA,Atlanta",36,-84.37853191666667,33.79763752777777
431,"GA,Conyers",1,-84.018321,33.643359999999994
432,"GA,West Point",1,-85.184931,32.87912
433,"GA,Augusta",7,-82.041911,33.47375342857142
434,"GA,Mount Berry",1,-85.18920200000001,34.290414
435,"GA,Gainesville",4,-83.81838499999999,34.301618
436,"GA,Mount Vernon",1,-82.586136,32.185718
437,"GA,Brunswick",1,-81.485973,31.182745
438,"GA,Waco",1,-85.183666,33.691657
439,"GA,Columbus",6,-84.951287,32.502906
440,"GA,Rome",3,-85.19174866666667,34.21733566666666
441,"GA,Lookout Mountain",1,-85.375066,34.965161
442,"GA,Dalton",2,-84.986615,34.7684285
443,"GA,Stone Mountain",2,-84.1882425,33.80415
444,"GA,Savannah",8,-81.107191125,32.024448750000005
445,"GA,Swainsboro",1,-82.309021,32.594944
446,"GA,Statesboro",3,-81.80977866666666,32.404776
447,"GA,Franklin Springs",1,-83.14822,34.283640999999996
448,"GA,Fort Valley",1,-83.89537,32.537595
449,"GA,Americus",2,-84.2030295,32.0856625
450,"GA,Milledgeville",2,-83.22808649999999,33.0811135
451,"GA,Athens",3,-83.389407,33.961097333333335
452,"GA,Barnesville",1,-84.15450799999999,33.04571
453,"GA,Griffin",1,-84.291662,33.255438
454,"GA,Lilburn",2,-84.131518,33.898931000000005
455,"GA,Lawrenceville",5,-84.0586724,33.963654
456,"GA,Lagrange",1,-85.043113,33.038564
457,"GA,Marietta",5,-84.5091132,33.9294484
458,"GA,Macon",6,-83.690436,32.84168333333333
459,"GA,Clarkesville",1,-83.530118,34.639721
460,"GA,Demorest",1,-83.542126,34.566041999999996
461,"GA,Waleska",1,-84.554264,34.319756
462,"GA,Thomasville",2,-83.9574935,30.8396875
463,"GA,Toccoa Falls",1,-83.357617,34.593414
464,"GA,Cleveland",1,-83.74891099999999,34.596306
465,"GA,Valdosta",3,-83.30318466666667,30.875738333333334
466,"GA,Carrollton",1,-85.097762,33.573621
467,"GA,Young Harris",1,-83.84586999999999,34.933523
468,"HI,Honolulu",13,-157.84304853846155,21.30284692307692
469,"HI,Hilo",2,-155.07525,19.7029725
470,"HI,Lihue",1,-159.395883,21.968887
471,"HI,Pearl City",1,-157.983771,21.392670000000003
472,"HI,Kahului",2,-156.47005000000001,20.891208499999998
473,"HI,Kapolei",1,-158.056403,21.35531
474,"HI,Kaneohe",1,-157.813307,21.407051
475,"ID,Boise",9,-116.27604066666669,43.61456955555556
476,"ID,Idaho Falls",3,-112.01273566666667,43.48412
477,"ID,Pocatello",1,-112.43231200000001,42.863832
478,"ID,Moscow",3,-117.005711,46.72945333333333
479,"ID,Caldwell",1,-116.67799199999999,43.652284
480,"ID,Lewiston",3,-117.02364733333333,46.41714666666667
481,"ID,Twin Falls",2,-114.467723,42.586702
482,"ID,Coeur d'Alene",1,-116.798905,47.67569
483,"ID,Nampa",4,-116.55783325,43.589519749999994
484,"ID,Chubbuck",1,-112.464554,42.919964
485,"ID,Rexburg",4,-111.80039599999999,43.817522
486,"IL,Rock Island",2,-90.559716,41.4936445
487,"IL,Aurora",2,-88.3601605,41.773272500000004
488,"IL,Urbana",2,-88.2171845,40.113108499999996
489,"IL,Belleville",2,-89.9677385,38.519733
490,"IN,Richmond",6,-84.8849975,39.847989000000005
491,"IL,Moline",2,-90.46570650000001,41.4833385
492,"IL,Carlinville",1,-89.87024100000001,39.287896
493,"IL,Quincy",6,-91.37901749999999,39.933384499999995
494,"IL,Peoria",5,-89.6180374,40.7373528
495,"IL,Bourbonnais",2,-87.861132,41.164063999999996
496,"IL,Oak Lawn",1,-87.740894,41.716051
497,"IL,Villa Park",1,-87.994628,41.90417
498,"IL,Hanover Park",1,-88.135725,41.977515999999994
499,"IL,Oak Forest",2,-87.75401550000001,41.608909999999995
500,"IL,Galesburg",2,-90.390684,40.962171999999995
501,"IL,East Moline",1,-90.44935100000001,41.490319
502,"IL,Downers Grove",4,-88.002702,41.812774250000004
503,"IL,River Forest",2,-87.81624249999999,41.900687000000005
504,"IL,Danville",3,-87.622859,40.113966000000005
